"conversation_id_str,""created_at"",""favorite_count"",""full_text"",""id_str"",""image_url"",""in_reply_to_screen_name"",""lang"",""location"",""quote_count"",""reply_count"",""retweet_count"",""tweet_url"",""user_id_str"",""username"""
"1823253205247033849,""Tue Aug 13 10:28:19 +0000 2024"",""2"",""@ferrycsid @sbyfess Anjir ternyata masih ada yg pegang saham goto. Mending goto cut loss aja udh gk ada harapan lg tuh perusahaan "",""1823305577117986944"","""",""ferrycsid"",""in"","""",""0"",""0"",""0"",""https://x.com/Mantanpegawaipt/status/1823305577117986944"",""2517573014"",""Mantanpegawaipt"""
"1822906503373770962,""Mon Aug 12 08:02:33 +0000 2024"",""0"",""Apa langkah GoTo selanjutnya di lanskap teknologi Asia Tenggara yang terus berkembang? Cari tahu jawabannya langsung dari Hans Patuwo - COO GoTo di #TIAConferenceJKT dimana ia akan berbagi wawasan tentang strategi perusahaan untuk tetap jadi yang terdepan! https://t.co/9XW6vxw4Gd"",""1822906503373770962"",""https://pbs.twimg.com/media/GUxDzOfXgAADexe.jpg"","""",""in"",""Indonesia"",""0"",""1"",""0"",""https://x.com/TechinAsia_ID/status/1822906503373770962"",""1578524700"",""TechinAsia_ID"""
"1822107398305443884,""Sat Aug 10 03:07:19 +0000 2024"",""0"",""(8/17) membantu menentukan nilai perusahaan menyusun kesepakatan dan memastikan bahwa merger tersebut berjalan lancar serta menguntungkan bagi semua pihak yang terlibat. Setelah merger investment banker juga berperan dalam membantu GoTo melakukan IPO yang merupakan proses-"",""1822107433361400195"","""",""urprivatebanker"",""in"","""",""0"",""1"",""0"",""https://x.com/urprivatebanker/status/1822107433361400195"",""1818551861072609281"",""urprivatebanker"""
"1820483729774821487,""Wed Aug 07 05:56:58 +0000 2024"",""2"",""@profesor_saham Nah betul mending yang ada produknya pak seperti Gudang garam GOTO kan ada pabriknya walaupun mines banyak yagapapa penting beli perusahaan masalah cuan atau engga yang penting saia beli perusaahaan ehehehe https://t.co/fZ3TAqAZMd"",""1821062960854536219"",""https://pbs.twimg.com/media/GUW3G2Ga8AEKJsg.jpg"",""profesor_saham"",""in"",""Indonesia"",""0"",""0"",""0"",""https://x.com/Jimmydominic9/status/1821062960854536219"",""1251742924989063168"",""Jimmydominic9"""
"1820310694858002793,""Mon Aug 05 06:11:45 +0000 2024"",""3"",""@suliantoip perusahaan tergoblok didunia beli koin an gak jelas gak ada fisik masi aja dibeli"",""1820341908360815055"","""",""SuliantoPutra"",""in"",""New York, USA"",""1"",""8"",""1"",""https://x.com/gotoaddict/status/1820341908360815055"",""1617177428069330944"",""gotoaddict"""
"1818262712562130967,""Tue Jul 30 12:29:47 +0000 2024"",""1"",""Ini Kata Bos GOTO Soal Perusahaan Masih Rugi Rp 2 7 Triliun https://t.co/OzBuNoxfFn"",""1818262712562130967"","""","""",""in"",""Jakarta Capital Region"",""0"",""0"",""0"",""https://x.com/cnbcindonesia/status/1818262712562130967"",""847372542830444544"",""cnbcindonesia"""
"1816037913999860032,""Thu Jul 25 02:10:49 +0000 2024"",""0"",""@Rudy_dugz @RadioElshinta Yg namanya perusahan ikut jadi sponsor ya berarti pengen timbal balik. Berharap produk2 GOTO makin familiar di masyarakat dan bnyk digunakan. Enak ya? Bukankah salah satu pendiri perusahaan itu ada di pemerintahan kan? Msh menjabat atau ngga? Mohon info aja"",""1816295007055405134"","""",""Rudy_dugz"",""in"",""INDONESIA"",""0"",""0"",""0"",""https://x.com/MbemLover/status/1816295007055405134"",""500744646"",""MbemLover"""
"1816271671667614167,""Thu Jul 25 00:39:01 +0000 2024"",""0"",""Program ini didanai oleh perusahaan swasta seperti GoTo dan TikTok. Gibran berharap program ini dapat membantu meningkatkan gizi anak-anak dan menjadi contoh bagi daerah lain di Indonesia."",""1816271903017128198"","""",""lorelinkmedia"",""in"","""",""0"",""0"",""0"",""https://x.com/lorelinkmedia/status/1816271903017128198"",""1577468360534941696"",""lorelinkmedia"""
"1816259712440315976,""Wed Jul 24 23:50:34 +0000 2024"",""0"",""GoTo berencana untuk menarik kembali saham treasuri perseroan yang merupakan saham yang pernah dibeli kembali (share buyback) di tahun 2021 dan 2022. Gimana efeknya ke perusahaan? #bisnisupdate https://t.co/rckpx0ItM5"",""1816259712440315976"","""","""",""in"","""",""0"",""1"",""0"",""https://x.com/kumparan/status/1816259712440315976"",""759692754985242625"",""kumparan"""
"1816025884379472293,""Wed Jul 24 09:23:45 +0000 2024"",""0"",""Ketiga Komitmen Indibiz dari Telkom Indonesia utk mengakselerasi digital UKM di Indonesia didukung oleh berbagai perusahaan ternama seperti Moka dari GoTo Financial utk tingkat lokal. Dukungan dari Microsoft&amp Google utk tingkat global. #CiptakanPeluangWujudkanHarapan #UKMIndibiz"",""1816041571265175623"","""",""andiniharsono"",""in"",""Jakarta Selatan"",""0"",""1"",""0"",""https://x.com/andiniharsono/status/1816041571265175623"",""70627173"",""andiniharsono"""
"1816022398732492895,""Wed Jul 24 08:07:42 +0000 2024"",""0"",""Entah itu dalam bentuk CSR atau apapun ujar Gibran. Jadi kita senang sekali banyak sekali perusahaan yang tergerak termasuk GoTo dan TikTok."",""1816022431217430733"","""",""andystwn4"",""in"","""",""0"",""1"",""0"",""https://x.com/andystwn4/status/1816022431217430733"",""1620838475330383872"",""andystwn4"""
"1815978732911464683,""Wed Jul 24 05:17:02 +0000 2024"",""0"",""Maksud gw kalau modal bisnisnya kayak GoTo ya wajar musik mereka asal-asal perusahaan besar yang cuma dijadiin sapi perah terus bakar duit nyari invest giliran selesai ya ditinggalin sama exsecutivenya. Mengingat hybe sekarang sahamnya juga terjun bebas kan"",""1815979482647302170"","""",""dewameong_maru"",""in"","""",""0"",""0"",""0"",""https://x.com/dewameong_maru/status/1815979482647302170"",""2566449024"",""dewameong_maru"""
"1814553758019559902,""Sun Jul 21 02:35:33 +0000 2024"",""0"",""@ThomsonNa70 @ibamarief Bytedance mana punya wewenang di goto goto si lokal itu bobrok jelas² nipu investor duit negara dikeruk triliun value perusahaan gk gede sebelum akuisisi tokped goto layoff 2 ribu karyawan lebih sedangkan tiktok emng harus efisiensi bisnis mana mau mereka gaji benalu"",""1814851679625560560"","""",""blackAnt778"",""in"","""",""0"",""0"",""0"",""https://x.com/StalkerFil59330/status/1814851679625560560"",""1681053607100289024"",""StalkerFil59330"""
"1813748057449845134,""Thu Jul 18 01:30:09 +0000 2024"",""0"",""Eks Petinggi Perusahaan Fintech China Masuk GOTO Ada Apa? https://t.co/6HF02uwt9W #InvestorDaily #investasi #Saham"",""1813748057449845134"","""","""",""in"",""Jakarta, Indonesia"",""0"",""0"",""0"",""https://x.com/InvestorID/status/1813748057449845134"",""238091066"",""InvestorID"""
"1813514898049302935,""Wed Jul 17 10:03:39 +0000 2024"",""0"",""PT GoTo Gojek Tokopedia Tbk (GOTO) mengumumkan rencana penunjukan Simon Tak Leung Ho sebagai Chief Financial Officer (CFO) perusahaan yang baru gantikan Jacky Lo yang resign. #bisnisupdate #update https://t.co/ZT1KfAGibc"",""1813514898049302935"","""","""",""in"","""",""1"",""0"",""0"",""https://x.com/kumparan/status/1813514898049302935"",""759692754985242625"",""kumparan"""
